codigo,nombre_cliente,pais,grupo,nombre_grupo,email
430480407,UNIOPTICOS (BARAKALDO),ES,999,INDEPENDIENTES,clientes@uniopticos.com
430120258,OPTOM+(HERRERO 52)**CIONE**,ES,120,CIONE ESPAÑA,adrianatemprano@hotmail.com
430290615,SOLBERCEO S L (CUENTA CONTABLE),ES,052,SOLOPTICAL,cristian@soloptical.com
430411173,JULIA BOVIS**MISIGHT**,ES,999,INDEPENDIENTES,julia.bovis@coopervision.com
430284718,F&A VISION,ES,999,INDEPENDIENTES,fyavisioncb@gmail.com
430283431,MIOPTICO **HQ**,ES,156,MIOPTICO PROP-CARRIE,cparente@mi-optico.com
430350035,GLASS EXPRESS**NATURAL OPTICS**,ES,019,NOG,contabilidad@naturaloptics.com
430285028,VIVE OPTICA**CECOP**,ES,004,CECOP,central@viveoptica.es
430210143,VAZQUEZ (ALMONTE) **MULTIOPTICAS**,ES,018,MULTIOPTICAS,almonte@multiopticas.com
430283375,VALDAVIA CENTRO OPTICO**UGO**,ES,026,NOG UGO,centroopticovaldavia@gmail.com
430330417,DEL LLANO CENTRO OFTALMOLOGICO**CL**,ES,999,INDEPENDIENTES,clinicadrmuel@hotmail.com
430360145,MIRADOR OPTICA**CECOP**837**CL**,ES,004,CECOP,optimirador@gmail.com
430030914,CENTRO FARMACEUTICO ALICANTE,ES,999,INDEPENDIENTES,optica@centrofarmaceutico.es
430290523,RUIZ OPTICA,ES,999,INDEPENDIENTES,opticaruiz@live.com
430150825,TABORA GRUPO OPTICO,ES,104,OPTICAS ASOCIADAS 10,boiro@opticastabora.es
430461625,BILBAO OPTICA,ES,999,INDEPENDIENTES,opticabilbao@gmail.com
430460640,PASCUAL SEGARRA JAVIER  DR**CL**,ES,999,INDEPENDIENTES,pascualsegarraj@gmail.com
430083147,OPTIECONOMICS BARCELONA,ES,999,INDEPENDIENTES,hola@optieconomics.com
430031056,OPTIVISION**CIONE 0190200**,ES,120,CIONE ESPAÑA,optivision22@gmail.com
430170332,MURALLA OPTICS (FIGUERES),ES,128,MURALLA,figueresmuralla@gmail.com
430240159,JAÑEZ**FEDEROPTICOS 9261**CL**,ES,011,FEDEROPTICOS,janez@federopticos.com
430500480,LANCIS OPTICA**CECOP 2182**CL**,ES,004,CECOP,opticalancis@hotmail.com
430000030,ROCA (MELILLA) **MULTIOPTICAS**,ES,018,MULTIOPTICAS,rocio.opticarocamelilla@gmail.com
430010093,LUYANDO OPTICA**NATURAL OPTICS**,ES,019,NOG,laudioluyando@gmail.com
430040366,ZAPATA-ROMACHO**OPTICALIA 10580**CL**,ES,094,OPTICALIA,zroptica@hotmail.com
430083870,BCN OPTICS (ABRERA)),ES,999,INDEPENDIENTES,opticabrera@hotmail.es
430082912,COTTET (BADALONA),ES,037,COTTET,BAD_PLAN@cottet.net
430110604,SERVAN OPTICA,ES,999,INDEPENDIENTES,info@servanvision.com
430160083,EMILIO MENA,ES,999,INDEPENDIENTES,opticaemiliomena@gmail.com
430240143,VIDAL (C/ORDOÑO II Nº 2) **MULTIOPTICAS**,ES,018,MULTIOPTICAS,vidal@multiopticasvidal.com
430281828,EMI OPT (C/JUAN J MARTINEZ)**CLARAVISION**,ES,081,CLARAVISION,40@opticasemi.com
430283163,RUS OPTICA**OPTICALIA 10524**,ES,094,OPTICALIA,opticaliarus@hotmail.com
430283781,BLAYFER OPTICO**CLARAVISION**,ES,081,CLARAVISION,admin@opticablayfer.com
430450253,TALAVERA OPTICA**ALAIN AFFLELOU INDEP**,ES,034,AA INDEP ESPAÑA,toledo.talavera.trinidad@afflelou.es
430020112,SOLER OPTICA (HELLIN) **KIMERVISION**,ES,173,KIMERVISION,portana88@gmail.com
430250193,BORGES**CL**,ES,999,INDEPENDIENTES,borgesvisio@hotmail.com
430130180,SANTOS OPTICA (VILLARRUBIA),ES,999,INDEPENDIENTES,claudiasus@hotmail.com
430150838,OPTICOA SANTIAGO,ES,999,INDEPENDIENTES,santiago@opticoa.com
430083683,MURALLA TORRENTS,ES,128,MURALLA,torrentsoptica@gmail.com
430060096,HOSPITAL DE SAN ANTONIO,ES,199,HOSPITALES,
430470160,GALINDO CLIN,ES,999,INDEPENDIENTES,
430083633,CERDANYOLA DEL VALLES **ALAIN AFFLELOU**,ES,034,AA INDEP ESPAÑA,vadillo.pedro@afflelou.es
430010013,MONREAL OPTICA (DATO),ES,999,INDEPENDIENTES,
430100047,RUIZ FARMACIA OPTICA Mª DOLORES**OPTICALIA 11056**,ES,094,OPTICALIA,mruizal@redfarma.org
430300975,MAGALENS OPTICA**CL**,ES,999,INDEPENDIENTES,opticamagalens@gmail.com
430400086,SEGOVISION**MIOPTICO**CL**,ES,167,MIOPTICO GRUPO,segoviavision@gmail.com
430990043,ESPAÇO GUIMARÃES HAWKERS**,ES,197,HAWKERS,hawkersguimaraes@ex-gr.com
430400089,OPTICA UNIVERSITARIA SEGÓVIA**UNI**123C**,ES,013,GEA,segovia@opticauniversitaria.es
430411293,ALCOSA OPTICA**CIONE 0181501**,ES,120,CIONE ESPAÑA,opticaalcosa@hotmail.com
430480410,MUTUALIA,ES,999,INDEPENDIENTES,
430130153,DEL BARCO OPTICA**CIONE 0134800**,ES,120,CIONE ESPAÑA,PILARDELBARCO1@HOTMAIL.COM
430290616,SOLBULEVAR S L (CUENTA CONTABLE),ES,052,SOLOPTICAL,cristian@soloptical.com
430430328,VENDRELL**UNI**80C**,ES,013,GEA,elvendrell@opticauniversitaria.es
430284755,BOADILLA NUEVO MUNDO *OPTICALIA*,ES,094,OPTICALIA,boadillanuevomundo@opticalia.es
430150789,CASTIÑEIRIÑO**UGO**,ES,026,NOG UGO,optica@farmaciacastineirino.com
430283514,HOSPITAL OFTALM INTERNACIONAL,ES,151,VISSUM CORPORACION,mctorralba@vissum.com
430350218,GALDAR 58**CLARAVISION**,ES,081,CLARAVISION,
430460309,FERRANDIZ OPTICA**KIMERVISION**,ES,173,KIMERVISION,angela@opticaferrandiz.com
430020260,BARRIO MEDICINA OPTICA**CL**,ES,999,INDEPENDIENTES,farmabm87@gmail.com
430210153,OPTISOL SPORTS OPTICA**CIONE 0177200**,ES,120,CIONE ESPAÑA,administracionoptica@medinautic.com
430283439,MADRID VIZA (PSO LAS DELICIAS) **MULTIO,ES,018,MULTIOPTICAS,delicias@multiopticasmadrid.com
430083646,MOTLLO OPTICS**CL**,ES,999,INDEPENDIENTES,motllooptics@gmail.com
430461584,CHESTE OPTICA**OPTICALIA 10570**CL**,ES,094,OPTICALIA,opticaliacheste@hotmail.com
430390211,LUDY OPTICA (CONSOLACION 14) **MULTIOPTI,ES,018,MULTIOPTICAS,torrelavega@opticasludy.es
430461056,ROIG**ZAS VISION**,ES,029,ZAS VISION-COPTIVAL,roigopticosv@gmail.com
430030916,CONCHITA LOPEZ OPTICA**KIMERVISION**,ES,173,KIMERVISION,opticaconchitalopez@gmail.com
430083024,OPTICENTRE OPTICA (GAVA) **CL**,ES,999,INDEPENDIENTES,opticentre@opticentre.es
430130312,EPAT OPTICA**CIONE 0187901**CL**,ES,120,CIONE ESPAÑA,oepat@hotmail.es
430410294,MAGUILLA (TRIANA)**CL**,ES,999,INDEPENDIENTES,rtriana@opticamaguilla.com
430461045,SANCHIS GARCIA RAMON DR,ES,999,INDEPENDIENTES,r.sanchis@comv.es
430083148,LA LLAGOSTA CENTRAL OPTICA,ES,182,GRUPO OPTIFABRICA,lallagostaoptica@gmail.com
430031074,ORTOPEDIA J E O J&PEREZ OPTICA**CECOP**,ES,004,CECOP,opticaortopediajeoj@gmail.com
430083126,VALLIRANA OPTICA**FEDEROPTICOS**,ES,011,FEDEROPTICOS,opticarey@hotmail.com
430170336,MURALLA OPTICS (GIRONA),ES,128,MURALLA,murallarosas@gmail.com
430250002,CENTRE OPTIC (TARREGA)**MULTIOPTICAS**,ES,018,MULTIOPTICAS,centreoptic.tarrega@multiopticas.com
430290681,GALINDO OPTICOS**CIONE 0312301**,ES,120,CIONE ESPAÑA,galindoopticos@gmail.com
430010122,DR MARCOS BELTRAN CLIN OFTAL,ES,999,INDEPENDIENTES,gestionclinica@fontaneda-marcosbeltran.com
430040369,SANTA RITA OPTICA**INNOVAVISION**,ES,163,FEDEROP INNOVAVISION,santarita@innovaopticas.es
430200396,PLAZAOLA OPTICA (OÑATE)**OPTICA PRO**,ES,120,CIONE ESPAÑA,plaxajoxe@gmail.com
430082913,COTTET (GRAN DE SANT ANDREU - BARCELONA),ES,037,COTTET,BCN_ANDR@cottet.net
430160086,OPTIMA VISION TARANCON,ES,999,INDEPENDIENTES,vision@optimatarancon.es
430240145,LEON**ALAIN AFFLELOU FRANQ*,ES,049,AA FRANQUICIA ESPAÑA,leon.carrefour@afflelou.es
430281829,EMI OPT (DR PEREZ DOMINGUEZ)**CLARAVISION**,ES,081,CLARAVISION,INFO@opticasemi.com
430283782,PLAZA RIO 2 **ALAIN AFFLELOU**,ES,048,AA PROPIAS ESPAÑA,Madrid.PlazaRio2@afflelou.es
430450254,SONSECA OPTICA**FEDEROPTICOS**CL**,ES,011,FEDEROPTICOS,sonseca@federopticos.com
430470009,DELICIAS CENTRO OPTICO**MIOPTICO**CL**,ES,167,MIOPTICO GRUPO,centroopticodelicias@hotmail.com
430020183,LOPEZ CANO C O (AVDA BARRAX) **CL**,ES,999,INDEPENDIENTES,lopezcano@hotmail.es
430081222,LENTILUX OPTICA (JOSEP TARRADELLAS),ES,999,INDEPENDIENTES,compras@lentilux.es
430250194,MOLLERUSA OPTICA**CL**,ES,999,INDEPENDIENTES,mollerussavisio@hotmail.es
430140241,DOÑA MENCIA C O,ES,999,INDEPENDIENTES,marta2t@hotmail.com
430060346,PERFECTVISION & AUDIOPERFECT BADAJOZ,ES,999,INDEPENDIENTES,perfectvisions.badajoz@gmail.com
430150577,CRISTINA MESA ALVAREZ OPT,ES,999,INDEPENDIENTES,farmaciaozadelosrios@gmail.com
430150809,GALLAECIA CENTRO OPTICO**UGO**,ES,026,NOG UGO,opticagallaecia@hotmail.com
430470045,VISIONPRI (VALLADOLID) **CENTRAL**,ES,999,INDEPENDIENTES,
430083851,FOTO ENRIQUE**OPTIGRUP**,ES,022,OPTIGRUP,opticaenrique@gmail.com
430460914,INS OFTALMOLOGICO DE VALENCIA,ES,999,INDEPENDIENTES,valencia@oftalvist.es
430282404,NACEX,ES,999,INDEPENDIENTES,
430082520,OPTIAUDI ANOIA (RAMBLA ST ISIDRE),ES,999,INDEPENDIENTES,opticarodrigo@gmail.com
430500580,ALBA (EJEA CBRO) **FEDEROPTICOS 9721**,ES,011,FEDEROPTICOS,federalba@hotmail.es
430480411,MUTUA VIZCAYA INDUSTRIAL,ES,999,INDEPENDIENTES,
430500215,ITURBE LARENA FRANCISCO DR,ES,999,INDEPENDIENTES,pacoiturbelarena@hotmail.com
430130187,OJOS OPTICA**UGO**,ES,026,NOG UGO,VIMOCRES@GMAIL.COM
430290617,OPTIVEGA S L (CUENTA CONTABLE),ES,052,SOLOPTICAL,cristian@soloptical.com
430083384,FIGUERES**UNI**81C**,ES,013,GEA,geraldine.soler@opticadelpenedes.es
430461730,BEATRIZ CANO OPTICA Y AUDIO**CL**,ES,999,INDEPENDIENTES,beita1982@live.com
430283733,IGMAR (POZUELO) OPTI**CIONE0086501**,ES,120,CIONE ESPAÑA,optigmar@hotmail.com
430350281,JUAN MANUEL DURAN (DEL ATLANTICO)**MULTI,ES,018,MULTIOPTICAS,jmduran.multiopticas@gmail.com
430460433,CIUDAD DE LAS CIENCIAS**VISTALIA**,ES,166,VISTALIA,roberto.salcedo@coocv.es
430031257,ALCOY **ALAIN AFFLELOU FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,mataix.aida@afflelou.es
430240186,PASEO SALAMANCA OPTICA**CL**,ES,999,INDEPENDIENTES,opticapaseodesalamanca@gmail.com
430283456,AHORROPTICAS (EZEQUIEL SOLANA)**CIONE 0339300**,ES,120,CIONE ESPAÑA,clisosserviciosopticos@gmail.com
430360175,CAMPELO (MARIN) OPT**OPTICALIA 10219**,ES,094,OPTICALIA,opticacampelo@outlook.com
430461610,MISLATA **OPTICALIA 10933**,ES,094,OPTICALIA,mislata@amplifon.com
430510032,CEUTA**VISTAOPTICA FRANQ**,ES,070,VISTA OPTICA FRANQUI,ceuta@vistaoptica.com
430461062,AVINGUDA JAUME I OPTICA**ZAS VISION**,ES,029,ZAS VISION-COPTIVAL,cgutierrez@zasvision.com
430030923,CMB OPTICOS,ES,999,INDEPENDIENTES,cmbopticos@gmail.com
430083037,BELLAVISTA OPTICA**KIMERVISION**,ES,173,KIMERVISION,info@opticabellavista.cat
430290536,OLE OPTICA,ES,999,INDEPENDIENTES,ole-optica@hotmail.es
430083818,VISION-XPERIENCE,ES,999,INDEPENDIENTES,cindi.diestra@gmail.com
430461649,ONTINYENT**ALAIN AFFLELOU FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,alainafflelouontinyent@gmail.com
430210192,TRIGUEROS C O,ES,999,INDEPENDIENTES,trigueros@suroptica.com
430031078,MIRE CENTRO OPTICO**UGO**,ES,026,NOG UGO,mirecentrooptico@gmail.com
430083220,ISIS**MULTIOPTICAS**CL**,ES,018,MULTIOPTICAS,opticaisis@gmail.com
430170347,GARRIGA OPTICS**KIMERVISION**CL**,ES,173,KIMERVISION,garrigaoptics@hotmail.com
430250020,PONENT OPTICA**FARMAOPTICS**,ES,010,FARMAOPTICS,opticaponent@telefonica.net
430500499,CENTRAL OPTICA (C/DATO 6),ES,999,INDEPENDIENTES,central_optica_6@hotmail.com
430000060,ROCA C/MARQUES**MULTIOPTICAS**,ES,018,MULTIOPTICAS,sabahinoo@hotmail.com
430040383,ESPEJO OPTICA**CL**,ES,999,INDEPENDIENTES,opticaespejoadra@gmail.com
430082914,COTTET (C/ MANUEL GIRONA - BARCELONA),ES,037,COTTET,bcn_mgir@cottet.net
430110615,CENTRO OPTICO Y ADITIVO SEG 0110105.**CIONE**CL**,ES,120,CIONE ESPAÑA,opticayaudio2a2@gmail.com
430160087,ARELLANO OPTICA**UGO**,ES,026,NOG UGO,arellanoopticos@gmail.com
430240146,EL ROSAL TU VISION**NATURAL OPTICS**,ES,019,NOG,inforosal@tuvisionbierzo.com
430281865,VEROIR OPTICA**CL**,ES,999,INDEPENDIENTES,opticaveroir@gmail.com
430283171,XANADU**ALAIN AFFLELOU FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,madrid.arroyomolinos.xanadu@afflelou.es
430283784,ALCORCON OPTICA**MIOPTICO GRUPO**,ES,167,MIOPTICO GRUPO,mildeopticasalcorcon@outlook.es
430450263,GELOVISION ABADIA**MIOPTICO GRUPO**,ES,167,MIOPTICO GRUPO,abadia@gelovision.com
430470012,BLANCO (VALLADOLID) OPTICA**CL**,ES,999,INDEPENDIENTES,blanco@blancooptica.com
430300050,FORTUNA CENTRO OPTICO (MURCIA),ES,999,INDEPENDIENTES,opticafortuna@hotmail.com
430020191,BERNA OPTICA**CL**,ES,999,INDEPENDIENTES,opticaberna@gmail.com
430081276,MEGAVISIÓN ÓPTICOS **CL**,ES,065,PEÑISCOLA,mrmuno@gmail.com
430140464,BLU PRIEGO**CL**,ES,187,GRUPO BLU,blufacturaspriego@gmail.com
430130194,VISION INTEGRAL 2000**OPTIMIL**,ES,184,OPTIMIL,futuravision@hotmail.es
430180663,DIAZ CENTRO OPTICO**OPTICAPRO**,ES,120,CIONE ESPAÑA,tumirada_diazz@hotmail.com
430150580,RUIZ OLIVA  FRANCISCO DR,ES,999,INDEPENDIENTES,fffsantiago@gmail.com
430083128,VELASCO & CENTRO AUDITIVO CORNELLA OPTICA,ES,065,PEÑISCOLA,opticavelasco4@gmail.com
430300297,A-PINAR CENTRO OPTICO,ES,999,INDEPENDIENTES,
430300661,MAYOR OPTICA (TORRES DE CO),ES,999,INDEPENDIENTES,luxexmayor@hotmail.com
430390052,CARMEN PABLOS FARMACIA OPTICA,ES,999,INDEPENDIENTES,farmaciapablos@yahoo.es
430291012,RINCON OPTICA**UGO**,ES,026,NOG UGO,opticarinconcsc@gmail.com
430284139,AVANLENS**CL**,ES,999,INDEPENDIENTES,info@avanlens.com
430370144,PALOMA CUANDA**OPTICALIA 10718**CL**,ES,094,OPTICALIA,carlos.garcia.cuanda@gmail.com
430350373,1277- LAS PALMAS [G O],ES,033,GENERAL OPTICA,tda_ccelmirador@general-optica.es
430480412,IKERLUR OPTIKA,ES,999,INDEPENDIENTES,
430080421,CABALLE OPTICA**KIMERVISION**,ES,173,KIMERVISION,opticacaballe@gmail.com
430130206,MILAN OPTICOS**FEDEROPTICOS**CL**,ES,011,FEDEROPTICOS,milan@federopticos.com
430290618,OPTISERO S L (CUENTA CONTABLE),ES,052,SOLOPTICAL,cristian@soloptical.com
430360503,GUIA OPTICA (VIGO)**CIONE 0095201**,ES,120,CIONE ESPAÑA,travesia@opticaguia.com
430180601,GUADIX OPTICA**CLARAVISION**,ES,081,CLARAVISION,opticaguadix@gmail.com
430290127,GODOY CENTRO OPTICA**CL**,ES,999,INDEPENDIENTES,morenogodoymt@gmail.com
430460825,JARDIN OPTICA (VALENCIA)**CIONE 0101900**,ES,120,CIONE ESPAÑA,jardinjose@hotmail.com
430031344,CLIMENT OPTICA**CLARAVISION**,ES,081,CLARAVISION,climentopticos@hotmail.com
430350309,LA OPTICA**CIONE 0315000**,ES,120,CIONE ESPAÑA,laopticasb@gmail.com
430460453,JORGE OPTICA**IRIS VISION**,ES,130,IRIS VISION,opticajorge25@gmail.com
430461615,MANISES**ALAIN AFFLELOU FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,vargas.patricia@afflelou.es
430210202,MARTIN SALAS**MULTIOPTICAS**,ES,018,MULTIOPTICAS,josemanuel.martinsalas@gmail.com
430360208,INNOVA (MOAÑA) OPTICA**CIONE**,ES,120,CIONE ESPAÑA,innova_optica@yahoo.es
430210131,ANGABAD (C/CONCEPCION) **MULTIOPT**,ES,018,MULTIOPTICAS,antonio.gambero@hotmail.es
430030943,OPTIMA OPTICA (ALMORADI),ES,117,OPTIMA GRUPO OPTICO,optica_j@optica-optima.com
430083039,MUSSOL OPTICA**CL**,ES,999,INDEPENDIENTES,opticamussol@gmail.com
430290537,OPTIVISTA**CL**,ES,999,INDEPENDIENTES,jaime.guerra@optivista.es
430270039,LOPEZ CEDRON AMALIA DRA**CL**,ES,999,INDEPENDIENTES,dracedron@gmail.com
430031101,AVENIDA OPTICA (ELCHE) **CIONE**CL**,ES,120,CIONE ESPAÑA,centroopticoavenida@gmail.com
430180052,BULNES OPTICA**UGO**,ES,026,NOG UGO,opbulnes@hotmail.com
430250036,LUX (LLEIDA) **MULTIOPTICAS**,ES,018,MULTIOPTICAS,comercial@multiopticaslux.com
430290745,RINCON DE LA VICTORIA**MULTIOPTICAS**,ES,018,MULTIOPTICAS,multiopticasrincon@gmail.com
430010136,MAS QUE VER OPTICA (DIPUTACION) **CL**,ES,154,CECOP INDEPENDIENTE,masqueveroptica@gmail.com
430082915,COTTET (MATARO),ES,037,COTTET,MAT_RBLA@cottet.net
430240148,NAVARRO OPTICO (LEON),ES,999,INDEPENDIENTES,info@opticanavarroleon.com
430281875,PAL (AYALA) **MULTIOPTICAS**CL**,ES,018,MULTIOPTICAS,pal2@multiopticaspal.com
430283180,PAL (ALTAMIRANO) **MULTIOPTICAS**CL**,ES,018,MULTIOPTICAS,multiopticasaltamirano@gmail.com
430450277,TALAVERA**FEDEROPTICOS 9271**CL**,ES,011,FEDEROPTICOS,talavera@federopticos.com
430470021,DEL CLINICO OPTICA,ES,999,INDEPENDIENTES,opticadelclinico@gmail.com
430281992,TUCENTROOPTICO (MAJADAHONDA-C/ IGLESIA),ES,999,INDEPENDIENTES,davanniopticos@hotmail.com
430020221,MARTA MONTOYA OPTICA C/TINTE**CL**,ES,999,INDEPENDIENTES,martamontoyaoptica@gmail.com
430081384,VALIRA OPTICA**CL**,ES,999,INDEPENDIENTES,info@opticavalira.cat
430150785,BETANZOS CENTRAL OPTICA,ES,999,INDEPENDIENTES,central.opticabetanzos@gmail.com
430130198,CASTILLADECOR CENTRAL,ES,999,INDEPENDIENTES,maria.fernandez@multiopticas.com
430140250,PALMA VISION,ES,999,INDEPENDIENTES,curro_jimenez_10@hotmail.com
430031391,CONGOST OPT**CIONE 71200**,ES,120,CIONE ESPAÑA,opticacongost@opticacongost.com
430470046,OFTALVISION**MIOPTICO**,ES,250,MIOPTICO-BRAND,consultas@oftalvision.es
430284767,TECNO OPTICA SAN CIPRIANO**CIONE 0334900**,ES,120,CIONE ESPAÑA,tecnoopticasancipriano@gmail.com
430082524,NEBOT FARMACIA-OPTICA,ES,999,INDEPENDIENTES,venturafarmaceutics@gmail.com
430100054,JARAIZ OPTICA,ES,999,INDEPENDIENTES,opticavisionjaraiz@hotmail.com
430350357,TRIANA (DEL ATLANTICO)**MULTIOPTICAS**,ES,018,MULTIOPTICAS,triana@multiopticaslp.com
430083580,PRAT (AV MONTSERRAT)**ALAIN AFFLELOU FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,barcelona.prat.monserrat@affelou.es
430290965,NOVO FARMACIA**CL**,ES,999,INDEPENDIENTES,farmacianovo@hotmail.com
430310308,TUDELA**MULTIOPTICAS**,ES,018,MULTIOPTICAS,multiopticascalahorra@gmail.com
430130226,ALMADEN C O (ALMADEN) **OPTICALIA 10736**,ES,094,OPTICALIA,coalmaden@hotmail.com
430290619,SOLOPTICAL SUR S L (CUENTA CONTABLE),ES,052,SOLOPTICAL,cristian@soloptical.com
430283884,GOYA**UNI**83C**,ES,013,GEA,goya@opticauniversitaria.es
430040399,GUILLEN OPTICA**CL**,ES,999,INDEPENDIENTES,opticaguillenadra@gmail.com
430290313,CLIN OCULAR TIRADO DR,ES,183,VISTA OFTALMOLOGOS,info@clinicadrtirado.com
430320131,CARBALLIÑO**ALAIN AFFLELOU FRANQ**,ES,049,AA FRANQUICIA ESPAÑA,orense.carballino.mosquera@afflelou.es
430460454,RUIZ OPTICA (VALENCIA) **IRIS VISION**,ES,130,IRIS VISION,opticaruiz1@gmail.com
430083414,SUPEROPTICS CASTELLAR**CL**,ES,999,INDEPENDIENTES,superopticscastellar@outlook.es
430283520,ABASCAL (PS ALBER PAL) **MULTIOPTICAS**CL,ES,018,MULTIOPTICAS,T-4villaverde@hotmail.com
430360535,COELLO OPTICA,ES,999,INDEPENDIENTES,pacocoellodelgado@gmail.com
430360248,MARIN (CANGAS) OPTICA**MIOPTICO**CL**,ES,167,MIOPTICO GRUPO,opticamarin@gmail.com
430400031,INNOVA CENTRO OPTICO**CECOP**CL**,ES,004,CECOP,opticainnova@gmail.com
430282591,TIEDRA,ES,192,TIEDRA,felix.marchamalo@tiedra.net
430030952,MURO CENTRAL OPTICA**CL**,ES,999,INDEPENDIENTES,centralopticamuro@gmail.com
430083060,SANT MARTI OPTICA**CL**,ES,999,INDEPENDIENTES,opticasantmarti@gmail.com
430450316,ILLESCAS**OPTICALIA 10205**,ES,107,OPTICALIA BRAND,opticalialook1@gmail.com
430410333,PIÑERO CLIN,ES,999,INDEPENDIENTES,consulta@clinicapinero.com
430461662,SALVADOR BARBERA OPT**CL**,ES,999,INDEPENDIENTES,opticasalvadorbarbera@hotmail.com
430500368,VICENTE CENTRO OPTICA (TARAZONA) **CL**,ES,999,INDEPENDIENTES,info@vicentevision.com
430290773,NATURA OPTICOS SAN PEDRO**CIONE 0309800*,ES,120,CIONE ESPAÑA,naturaopticos@yahoo.es
430500530,EBRO OP (STA ISABEL),ES,999,INDEPENDIENTES,opticasantaisabel@hotmail.com
430180659,LA ZUBIA**OPTICALIA 10706**,ES,094,OPTICALIA,mariajesus.redondo@hotmail.com
430082918,COTTET (EL PRAT DE LLOBREGAT),ES,037,COTTET,PRA_FPUI@cottet.net
430170013,GIRONA OPTICA (C/CARRER NOU) **CL**,ES,999,INDEPENDIENTES,admin@opticagirona.com
430281881,RAMIRO OPTICA ( C C LORANCA) **MULTIOP**,ES,018,MULTIOPTICAS,ramiroloranca@telefonica.net
430283186,RAMIRO OPTICOS (CANAL DE) **MULTIOPTICAS**,ES,018,MULTIOPTICAS,ramirobarajas@telefonica.net
430283796,PAGES (GETAFE) **MULTIOPTICAS**,ES,018,MULTIOPTICAS,multiopticas.pages@gmail.com
430470025,TRIGUEROS**FEDEROPTICOS 1031**CL**,ES,011,FEDEROPTICOS,jmtrigueros1@gmail.com
430020225,VISUALBA,ES,999,INDEPENDIENTES,visualba.ana@gmail.com
430081677,PRINCIPAL (SANT JORDI),ES,999,INDEPENDIENTES,lentillasopticaprincipal@gmail.com
430260004,CERRAJERIA OPTICOS**CL**,ES,999,INDEPENDIENTES,info@hermanoscerrajeria.com
430285066,ROMA OPTICA (AVDA MONASTERIO),ES,078,OPTICA ROMA,
430284768,ROCA (STA. ENGRACIA) OPTICA**CIONE 0072901**,ES,120,CIONE ESPAÑA,opticaroca@hotmail.com
430290775,MI OPTICA (C/BOLIVIA) **CL**,ES,999,INDEPENDIENTES,info@mioptica.net
430082181,GENOVA OPTICS,ES,999,INDEPENDIENTES,pedidos@genovaoptics.com
430082528,DISTRIBUCION DE CONTACTOLOGIA,ES,999,INDEPENDIENTES,
430284847,PLATFORM-CECOP (ALMACEN) HQ,ES,004,CECOP,pedidos@ecpplt.es
430500560,DIVERSA OPTICA**KIMERVISION**,ES,173,KIMERVISION,diversaoptika@gmail.com
430130294,L´OPTIQUE**VISTALIA**,ES,166,VISTALIA,loptique.vistalia@gmail.com
430210234,VISION 20/20**CL**,ES,999,INDEPENDIENTES,plirafelix@gmail.com
430290620,OPTISIAN S L (CUENTA CONTABLE),ES,052,SOLOPTICAL,cristian@soloptical.com
430490057,BENAVENTE CENTRO OPTICA**CIONE**0098300**CL**,ES,120,CIONE ESPAÑA,bmartinez@centralopticabenavente.com
430083603,PALAFOLLS OTPICA**CIONE 0301001**,ES,120,CIONE ESPAÑA,opticapalafolls@yahoo.es
430030123,OPTIFER (BANYERES) C O**CIONE**,ES,120,CIONE ESPAÑA,OPTIFER@OPTIFER.ES
430300335,INVERSIONES OFTALMOLOGICAS (MURCIA),ES,999,INDEPENDIENTES,optica2@ircovisionmurcia.com
430460528,LALCUDIA OPTICA,ES,999,INDEPENDIENTES,visiolalcudia@gmail.com
430230342,POZO ALCÓN OPTICA**VISTALIA**,ES,166,VISTALIA,opticapozoalcon@gmail.com
430220026,PIRINEOS OPTICA,ES,999,INDEPENDIENTES,opticapirineos@gmail.com
430283552,OPTIFON CENTRO **CLARAVISION**,ES,081,CLARAVISION,centro.optifon@gmail.com
430461739,ALCUDIA**VISTALIA**CL**,ES,166,VISTALIA,verflexe@yahoo.es
430360282,MAMBLONA OPTICOS**UGO**,ES,026,NOG UGO,mamblonaopticos@gmail.com
430461663,CHIVA OPTICA**CIONE**CL**,ES,120,CIONE ESPAÑA,visionchiva@hotmail.com
430260126,VIDAL OPTICA (LOGROÑO) **MULTIOPTICAS**,ES,018,MULTIOPTICAS,directoro1@multiopticaslogrono.com
430461361,OPTOLENT **ZAS VISION**,ES,029,ZAS VISION-COPTIVAL,opticaoptolent@zasvision.com
430290589,RAMOS ORELLANA FERNANDO DR,ES,999,INDEPENDIENTES,forellana2@gmail.com
430450315,LOOK (TOLEDO) **OPTICALIA 10205**,ES,107,OPTICALIA BRAND,opticalialook1@gmail.com
430410369,REMEDIOS FCIA OPT**CL**,ES,999,INDEPENDIENTES,pastoraarias68@gmail.com
430470028,TREMIÑO OPTICA**MIOPTICO GRUPO**CL**,ES,167,MIOPTICO GRUPO,opticatremino16@hotmail.com
430200261,LUZURIAGA OPTICO,ES,999,INDEPENDIENTES,e_luzuriaga@hotmail.com
